movie,popcorn,name,age,drink,times,snacks,payments
시민 덕희,구매 안함,이명자,20,콜라,일반,나초,신용 카드
외계인,어니언,김승현,40,구매 안함,일반,나초,삼성 페이
위시,구매 안함,김하윤,50,제로 콜라,일반,구매 안함,삼성 페이
위시,구매 안함,김준호,40,제로 콜라,조조,나초,체크 카드
웡카,구매 안함,장경수,40,물,일반,구매 안함,신용 카드
웡카,일반,심서윤,30,아메리카노,일반,핫도그,삼성 페이
너의 이름은,일반,오숙자,30,물,일반,구매 안함,체크 카드
위시,어니언,장승민,50,물,일반,구매 안함,삼성 페이
시민 덕희,치즈,김경자,30,제로 콜라,일반,구매 안함,신용 카드
도그맨,구매 안함,장종수,30,콜라,일반,구매 안함,카카오 페이
웡카,구매 안함,안경자,30,구매 안함,일반,구매 안함,삼성 페이
웡카,구매 안함,김은영,40,콜라,심야,구매 안함,체크 카드
너의 이름은,일반,남정남,20,콜라,조조,구매 안함,신용 카드
웡카,구매 안함,이영희,20,제로 콜라,일반,구매 안함,신용 카드
너의 이름은,구매 안함,이진우,60,구매 안함,일반,구매 안함,신용 카드
시민 덕희,구매 안함,장예준,30,콜라,일반,구매 안함,카카오 페이
웡카,구매 안함,윤수민,40,구매 안함,일반,구매 안함,신용 카드
웡카,구매 안함,유정숙,50,아메리카노,일반,구매 안함,체크 카드
웡카,구매 안함,김옥순,20,콜라,조조,구매 안함,신용 카드
너의 이름은,어니언,윤옥자,20,콜라,일반,핫도그,삼성 페이
외계인,구매 안함,김지연,20,사이다,조조,오징어,삼성 페이
위시,어니언,이지연,60,물,심야,구매 안함,삼성 페이
외계인,구매 안함,권우진,40,사이다,조조,구매 안함,삼성 페이
너의 이름은,어니언,김미경,30,콜라,심야,나초,삼성 페이
위시,카라멜,김하은,30,사이다,일반,구매 안함,현금
도그맨,구매 안함,한성진,30,물,일반,나초,삼성 페이
외계인,구매 안함,윤시우,50,콜라,조조,구매 안함,카카오 페이
시민 덕희,구매 안함,최상훈,30,제로 콜라,일반,핫도그,삼성 페이
외계인,구매 안함,고경자,20,콜라,조조,구매 안함,신용 카드
위시,구매 안함,이민석,20,에이드,일반,구매 안함,체크 카드
웡카,구매 안함,이중수,30,제로 콜라,조조,나초,삼성 페이
위시,구매 안함,김중수,20,아메리카노,일반,핫도그,삼성 페이
너의 이름은,일반,송지민,30,제로 콜라,조조,구매 안함,현금
웡카,카라멜,박현준,20,구매 안함,조조,나초,삼성 페이
시민 덕희,카라멜,황혜진,30,물,조조,구매 안함,체크 카드
외계인,카라멜,송미정,20,콜라,조조,구매 안함,신용 카드
도그맨,구매 안함,송정수,30,구매 안함,일반,오징어,신용 카드
웡카,구매 안함,이민석,30,물,일반,나초,신용 카드
도그맨,구매 안함,배우진,60,아메리카노,조조,핫도그,신용 카드
위시,구매 안함,심준영,40,사이다,일반,구매 안함,신용 카드
웡카,구매 안함,강경자,30,물,심야,구매 안함,신용 카드
웡카,구매 안함,김민재,30,아메리카노,조조,핫도그,체크 카드
웡카,구매 안함,최정자,30,사이다,조조,구매 안함,현금
웡카,구매 안함,심정순,30,콜라,일반,맛밤,신용 카드
너의 이름은,구매 안함,양현준,20,물,일반,구매 안함,삼성 페이
시민 덕희,어니언,김옥순,30,제로 콜라,일반,구매 안함,신용 카드
웡카,어니언,오정식,20,구매 안함,일반,나초,삼성 페이
웡카,일반,김경희,30,에이드,일반,구매 안함,신용 카드
외계인,일반,하예원,20,환타,일반,구매 안함,체크 카드
웡카,어니언,이지은,20,콜라,일반,구매 안함,신용 카드
도그맨,구매 안함,류지우,20,사이다,일반,구매 안함,삼성 페이
너의 이름은,구매 안함,오영희,30,제로 콜라,심야,핫도그,신용 카드
너의 이름은,구매 안함,김성현,20,아메리카노,일반,나초,삼성 페이
위시,구매 안함,이민지,20,에이드,심야,나초,신용 카드
외계인,구매 안함,김윤서,60,제로 콜라,일반,구매 안함,삼성 페이
웡카,어니언,이시우,20,물,일반,맛밤,삼성 페이
위시,구매 안함,박상훈,50,콜라,조조,나초,체크 카드
너의 이름은,구매 안함,이숙자,20,구매 안함,일반,핫도그,신용 카드
너의 이름은,구매 안함,백우진,40,사이다,조조,나초,신용 카드
너의 이름은,구매 안함,박민준,20,환타,일반,구매 안함,신용 카드
너의 이름은,카라멜,하순옥,30,사이다,일반,구매 안함,삼성 페이
웡카,구매 안함,이지현,20,사이다,일반,나초,삼성 페이
시민 덕희,구매 안함,한서연,40,사이다,일반,오징어,삼성 페이
외계인,치즈,김은정,30,물,심야,맛밤,삼성 페이
외계인,구매 안함,지서현,30,환타,조조,나초,삼성 페이
시민 덕희,구매 안함,정정남,20,사이다,일반,구매 안함,삼성 페이
외계인,구매 안함,김우진,60,아메리카노,일반,핫도그,신용 카드
웡카,어니언,김영숙,30,사이다,일반,구매 안함,삼성 페이
웡카,어니언,김예준,30,콜라,심야,나초,카카오 페이
웡카,구매 안함,김광수,30,물,조조,구매 안함,신용 카드
웡카,구매 안함,김민준,20,구매 안함,일반,핫도그,삼성 페이
외계인,일반,김유진,40,물,일반,맛밤,현금
시민 덕희,구매 안함,김경자,40,에이드,일반,핫도그,체크 카드
웡카,어니언,김종수,30,환타,일반,핫도그,신용 카드
시민 덕희,구매 안함,문광수,20,에이드,일반,나초,카카오 페이
외계인,일반,권지훈,50,구매 안함,일반,핫도그,삼성 페이
시민 덕희,구매 안함,배재호,20,물,일반,핫도그,신용 카드
웡카,어니언,류지현,20,사이다,심야,구매 안함,신용 카드
웡카,구매 안함,강재현,20,아메리카노,일반,구매 안함,신용 카드
위시,구매 안함,박지훈,30,제로 콜라,일반,핫도그,신용 카드
웡카,구매 안함,박영환,40,물,일반,구매 안함,신용 카드
웡카,일반,최은영,40,환타,일반,구매 안함,신용 카드
웡카,구매 안함,김예진,30,환타,심야,맛밤,카카오 페이
도그맨,구매 안함,이승현,30,아메리카노,일반,구매 안함,체크 카드
웡카,구매 안함,김미정,30,환타,일반,구매 안함,신용 카드
너의 이름은,어니언,김영철,20,에이드,일반,나초,삼성 페이
도그맨,구매 안함,홍광수,20,물,조조,구매 안함,신용 카드
웡카,치즈,김상훈,30,물,심야,구매 안함,삼성 페이
웡카,구매 안함,김지훈,20,콜라,일반,나초,신용 카드
위시,일반,김경자,30,아메리카노,일반,나초,신용 카드
너의 이름은,구매 안함,이현숙,20,사이다,일반,구매 안함,신용 카드
외계인,구매 안함,박주원,20,제로 콜라,일반,구매 안함,삼성 페이
웡카,구매 안함,윤정남,30,구매 안함,일반,구매 안함,삼성 페이
위시,구매 안함,김정수,40,물,일반,구매 안함,신용 카드
웡카,카라멜,이재현,30,환타,일반,구매 안함,현금
도그맨,구매 안함,김수빈,60,콜라,일반,나초,신용 카드
위시,구매 안함,김채원,30,콜라,일반,구매 안함,카카오 페이
시민 덕희,구매 안함,조채원,60,물,조조,구매 안함,삼성 페이
위시,일반,김현준,40,물,일반,구매 안함,삼성 페이
너의 이름은,치즈,이하윤,20,에이드,조조,구매 안함,신용 카드
웡카,구매 안함,이정남,20,제로 콜라,일반,핫도그,체크 카드
너의 이름은,구매 안함,이영희,20,에이드,일반,구매 안함,신용 카드
시민 덕희,일반,하지현,20,아메리카노,일반,나초,삼성 페이
위시,카라멜,박지현,30,아메리카노,일반,구매 안함,신용 카드
위시,일반,이선영,50,환타,일반,나초,삼성 페이
웡카,일반,박성호,30,아메리카노,일반,구매 안함,신용 카드
시민 덕희,일반,양재현,20,사이다,일반,나초,삼성 페이
너의 이름은,구매 안함,최유진,40,콜라,일반,구매 안함,신용 카드
웡카,구매 안함,이우진,20,에이드,일반,구매 안함,삼성 페이
시민 덕희,치즈,박영진,50,콜라,일반,구매 안함,삼성 페이
외계인,구매 안함,백숙자,50,아메리카노,조조,구매 안함,신용 카드
웡카,치즈,김수민,60,아메리카노,일반,오징어,삼성 페이
시민 덕희,구매 안함,이민재,30,환타,일반,구매 안함,신용 카드
웡카,일반,구건우,30,에이드,일반,구매 안함,삼성 페이
시민 덕희,카라멜,나명숙,30,물,일반,구매 안함,신용 카드
도그맨,구매 안함,김재호,20,물,조조,핫도그,체크 카드
웡카,구매 안함,김서현,30,아메리카노,심야,나초,삼성 페이
도그맨,구매 안함,윤은지,20,제로 콜라,일반,핫도그,삼성 페이
위시,일반,김건우,50,아메리카노,조조,맛밤,신용 카드
웡카,구매 안함,최준혁,30,아메리카노,일반,구매 안함,삼성 페이
위시,카라멜,배미경,30,아메리카노,조조,핫도그,삼성 페이
위시,카라멜,문미숙,30,에이드,일반,나초,신용 카드
도그맨,구매 안함,윤지우,40,콜라,조조,나초,삼성 페이
시민 덕희,구매 안함,허명숙,20,환타,일반,구매 안함,신용 카드
위시,구매 안함,노진호,40,물,일반,구매 안함,신용 카드
웡카,구매 안함,김아름,50,환타,일반,구매 안함,체크 카드
위시,카라멜,노승현,40,제로 콜라,일반,구매 안함,체크 카드
외계인,일반,이영호,20,제로 콜라,일반,구매 안함,삼성 페이
웡카,일반,박춘자,20,구매 안함,조조,나초,삼성 페이
위시,구매 안함,장현지,20,사이다,조조,구매 안함,삼성 페이
웡카,카라멜,이재호,20,제로 콜라,일반,구매 안함,신용 카드
웡카,구매 안함,김영철,20,콜라,일반,나초,현금
도그맨,일반,최영자,20,아메리카노,일반,맛밤,신용 카드
웡카,구매 안함,이광수,20,제로 콜라,일반,나초,삼성 페이
웡카,구매 안함,김지영,50,제로 콜라,조조,구매 안함,카카오 페이
웡카,구매 안함,류지민,20,아메리카노,일반,구매 안함,신용 카드
웡카,카라멜,윤정웅,20,아메리카노,일반,구매 안함,삼성 페이
시민 덕희,일반,윤현숙,30,물,조조,구매 안함,삼성 페이
외계인,어니언,강준서,20,환타,심야,구매 안함,삼성 페이
시민 덕희,구매 안함,김지영,30,에이드,일반,구매 안함,삼성 페이
도그맨,구매 안함,김예준,30,아메리카노,일반,구매 안함,삼성 페이
위시,치즈,김우진,60,구매 안함,일반,구매 안함,삼성 페이
웡카,어니언,황성민,20,콜라,심야,나초,신용 카드
시민 덕희,구매 안함,박하은,50,환타,일반,구매 안함,신용 카드
웡카,구매 안함,이영환,30,물,일반,오징어,삼성 페이
웡카,구매 안함,양시우,60,제로 콜라,일반,구매 안함,신용 카드
웡카,구매 안함,이은영,30,물,일반,구매 안함,삼성 페이
웡카,치즈,한민지,60,사이다,일반,오징어,신용 카드
도그맨,어니언,손영희,40,물,일반,나초,신용 카드
외계인,구매 안함,윤지은,30,사이다,일반,구매 안함,신용 카드
외계인,일반,서준호,20,에이드,일반,구매 안함,신용 카드
시민 덕희,구매 안함,진서영,40,콜라,일반,구매 안함,삼성 페이
도그맨,카라멜,이미영,30,환타,일반,나초,삼성 페이
시민 덕희,구매 안함,유민석,30,사이다,조조,구매 안함,삼성 페이
시민 덕희,구매 안함,이승민,30,사이다,심야,구매 안함,신용 카드
위시,치즈,허시우,20,물,일반,구매 안함,삼성 페이
웡카,구매 안함,강현준,20,구매 안함,일반,나초,삼성 페이
웡카,구매 안함,김은영,20,에이드,일반,구매 안함,체크 카드
외계인,치즈,이정호,30,콜라,조조,구매 안함,삼성 페이
시민 덕희,카라멜,고하은,20,콜라,심야,나초,삼성 페이
시민 덕희,일반,양건우,20,물,일반,구매 안함,신용 카드
시민 덕희,어니언,이상호,30,콜라,일반,구매 안함,신용 카드
웡카,구매 안함,안성현,20,환타,일반,나초,현금
시민 덕희,어니언,김예은,30,에이드,일반,구매 안함,신용 카드
시민 덕희,일반,노승민,40,제로 콜라,일반,핫도그,삼성 페이
위시,구매 안함,김도윤,30,구매 안함,일반,구매 안함,삼성 페이
도그맨,치즈,최병철,30,물,심야,구매 안함,삼성 페이
위시,구매 안함,김광수,30,사이다,일반,구매 안함,신용 카드
도그맨,구매 안함,김현준,20,제로 콜라,조조,구매 안함,체크 카드
너의 이름은,치즈,장옥자,40,제로 콜라,일반,구매 안함,삼성 페이
웡카,치즈,양정호,20,사이다,일반,구매 안함,현금
위시,구매 안함,양성민,50,사이다,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,김하윤,40,사이다,심야,나초,삼성 페이
너의 이름은,일반,이우진,20,사이다,조조,구매 안함,삼성 페이
시민 덕희,어니언,한수민,20,물,조조,맛밤,삼성 페이
시민 덕희,일반,오현지,20,환타,일반,나초,현금
웡카,구매 안함,황승민,30,물,심야,맛밤,체크 카드
너의 이름은,일반,나옥자,20,아메리카노,조조,구매 안함,신용 카드
도그맨,치즈,김수빈,40,환타,일반,구매 안함,삼성 페이
웡카,구매 안함,김보람,30,물,일반,구매 안함,신용 카드
외계인,구매 안함,홍재호,20,사이다,일반,구매 안함,삼성 페이
시민 덕희,일반,김옥자,50,물,일반,구매 안함,신용 카드
웡카,치즈,최준영,20,제로 콜라,조조,구매 안함,삼성 페이
